--- Execution profile ---
Total samples       : 3619

          ns  percent  samples  top
     1000000    0.03%        1  net.minecraft.world.phys.BlockHitResult.getType
     1000000    0.03%        1  net.minecraft.world.phys.Vec3.dot
     1000000    0.03%        1  ConstraintCastNode::dominating_cast
     1000000    0.03%        1  net.minecraft.world.phys.Vec3.vectorTo
     1000000    0.03%        1  ConnectionGraph::split_unique_types
     1000000    0.03%        1  net.minecraft.world.phys.shapes.EntityCollisionContext$$Lambda.0x00000ffc0273ec90.test
     1000000    0.03%        1  net.minecraft.world.phys.shapes.VoxelShape.clip
     1000000    0.03%        1  net.minecraft.world.phys.shapes.VoxelShape.max
     1000000    0.03%        1  net.minecraft.world.phys.shapes.VoxelShape.moonrise$offsetZ
     1000000    0.03%        1  ConnectionGraph::has_ea_local_in_scope
     1000000    0.03%        1  ConnectionGraph::find_inst_mem
     1000000    0.03%        1  ConPNode::Opcode
     1000000    0.03%        1  opt_virtual_call_Relocation::unpack_data
     1000000    0.03%        1  org.apache.commons.lang3.mutable.MutableObject.getValue
     1000000    0.03%        1  org.apache.logging.log4j.core.Logger$PrivateConfig.filter
     1000000    0.03%        1  ConNode::make
     1000000    0.03%        1  CompressedWriteStream::write_double
     1000000    0.03%        1  org.bukkit.craftbukkit.CraftRegistry.minecraftToBukkit
     1000000    0.03%        1  org.bukkit.craftbukkit.CraftServer.getLogger
     1000000    0.03%        1  org.bukkit.craftbukkit.CraftServer.getSpawnLimitUnsafe
     1000000    0.03%        1  org.bukkit.craftbukkit.CraftWorld.getSpawnLimitUnsafe
     1000000    0.03%        1  org.bukkit.craftbukkit.block.CraftBlockState.<init>
     1000000    0.03%        1  org.bukkit.craftbukkit.entity.CraftAxolotl.getHandleRaw
     1000000    0.03%        1  org.bukkit.craftbukkit.entity.CraftBat.getHandle
     1000000    0.03%        1  CompositeElapsedCounterSource::now
     1000000    0.03%        1  CompileTask::print_ul
     1000000    0.03%        1  Compile::remove_speculative_types
     1000000    0.03%        1  Compile::final_graph_reshaping_main_switch
     1000000    0.03%        1  Compile::Init
     1000000    0.03%        1  CollectedHeap::array_allocate
     1000000    0.03%        1  CodeHeap::find_blob
     1000000    0.03%        1  CmpNode::Identity
     1000000    0.03%        1  CmpINode::Value
     1000000    0.03%        1  CmpDNode::Ideal
     1000000    0.03%        1  CheckCast::visit
     1000000    0.03%        1  CastPPNode::Opcode
     1000000    0.03%        1  CallStaticJavaNode::size_of
     1000000    0.03%        1  CallStaticJavaNode::Opcode
     1000000    0.03%        1  org.bukkit.craftbukkit.entity.CraftItem.getHandle
     1000000    0.03%        1  CProjNode::is_CFG
     1000000    0.03%        1  org.bukkit.craftbukkit.entity.CraftMinecartContainer.getHandle
     1000000    0.03%        1  CFGLoop::compute_freq
     1000000    0.03%        1  org.bukkit.craftbukkit.entity.CraftPlayer.getHandle
     1000000    0.03%        1  CDSConfig::is_dumping_heap
     1000000    0.03%        1  org.bukkit.craftbukkit.entity.CraftSheep.getHandle
     1000000    0.03%        1  C1 Runtime slow_subtype_check_blob
     1000000    0.03%        1  C1 Runtime is_instance_of_blob
     1000000    0.03%        1  BytecodeStream::next
     1000000    0.03%        1  BlockBegin::BlockBegin
     1000000    0.03%        1  BitMap::set_intersection_with_result
     1000000    0.03%        1  org.bukkit.craftbukkit.event.CraftEventFactory.handleStatisticsIncrease
     1000000    0.03%        1  BarrierSetC2::step_over_gc_barrier
     1000000    0.03%        1  org.bukkit.event.Event.<init>
     1000000    0.03%        1  org.bukkit.event.entity.EntityAirChangeEvent.getHandlers
     1000000    0.03%        1  org.bukkit.event.world.GenericGameEvent.getHandlers
     1000000    0.03%        1  org.spigotmc.WatchdogThread.monotonicMillis
     1000000    0.03%        1  Arena::Arealloc
     1000000    0.03%        1  AndLNode::max_opcode
     1000000    0.03%        1  os::malloc
     1000000    0.03%        1  AndINode::mul_ring
     1000000    0.03%        1  Address::Address
     1000000    0.03%        1  AddPNode::bottom_type
     1000000    0.03%        1  resource_allocate_bytes
     1000000    0.03%        1  stub:_platform_strcmp
     1000000    0.03%        1  stub:fmodf
     1000000    0.03%        1  stub:kevent
     1000000    0.03%        1  stub:pthread_mutex_unlock
     1000000    0.03%        1  stub:sched_yield
     1000000    0.03%        1  AddPNode::Opcode
     1000000    0.03%        1  sun.misc.Unsafe.beforeMemoryAccess
     1000000    0.03%        1  sun.misc.Unsafe.putOrderedObject
     1000000    0.03%        1  sun.nio.ch.KQueueSelectorImpl.processEvents
     1000000    0.03%        1  sun.nio.ch.NioSocketImpl.endAccept
     1000000    0.03%        1  sun.nio.ch.SelectionKeyImpl.translateAndSetReadyOps
     1000000    0.03%        1  sun.nio.ch.SelectorImpl.processDeregisterQueue
     1000000    0.03%        1  sun.nio.ch.SocketChannelImpl.ensureOpenAndConnected
     1000000    0.03%        1  sun.nio.ch.SocketDispatcher.write0
     1000000    0.03%        1  AccessInternal::PostRuntimeDispatch<G1BarrierSet::AccessBarrier<544868ull, G1BarrierSet>, (AccessInternal::BarrierType)2, 544868ull>::oop_access_barrier
     1000000    0.03%        1  AccessInternal::PostRuntimeDispatch<G1BarrierSet::AccessBarrier<270432ull, G1BarrierSet>, (AccessInternal::BarrierType)9, 270432ull>::access_barrier
     1000000    0.03%        1  AccessInternal::PostRuntimeDispatch<G1BarrierSet::AccessBarrier<1335398ull, G1BarrierSet>, (AccessInternal::BarrierType)3, 1335398ull>::oop_access_barrier
     1000000    0.03%        1  java.util.RegularEnumSet$EnumSetIterator.next
     1000000    0.03%        1  java.util.PriorityQueue.siftUpUsingComparator
     1000000    0.03%        1  net.minecraft.world.entity.LivingEntity.detectEquipmentUpdatesPublic
